x,y,size_bin,300x_bin,TR_cnt_bin,clusterLabel,PC-1,Size
-12.797052207873355,-7.714089498046168,50-99,100-250,,4,154,53
2.635229990901592,-2.948125084454112,20-49,100-250,0-1,23,101,30
-13.418640887899048,4.239631194489018,100-299,250-500,0-1,8,271,127
-2.775483518392743,-9.366057272315768,20-49,50-100,0-1,-1,87,32
9.676203055792387,-7.627403436972218,500-999,250-500,0-1,44,299,637
8.178401024653304,3.767875248599471,300-399,250-500,0-1,7,396,323
2.4261191405082188,9.686287573429288,20-49,0-50,0-1,10,1,44
0.10429473916643037,9.501928162207909,300-399,0-50,0-1,10,14,317
13.71593455696868,1.713005711007359,50-99,50-100,1-2,12,93,66
6.083842267199437,-12.40828080319075,20-49,50-100,0-1,2,84,40
5.001901337042214,14.145031646078566,6000+,,10-20,17,0,7792
0.3917465468047898,3.6639279731427,50-99,0-50,1-2,-1,3,84
-2.6061351466123925,-5.167269511362125,20-49,0-50,,27,50,28
2.894978221143361,9.812200903945259,20-49,0-50,0-1,10,2,30
3.649766535288316,-0.44998137774908253,20-49,250-500,,23,259,28
-8.251353709290607,8.453794346263486,300-399,250-500,0-1,14,308,327
7.881039247076925,3.127012506722761,300-399,250-500,0-1,7,487,337
-10.813827656230321,-6.661606998324755,20-49,0-50,0-1,-1,27,30
-5.460095671114374,-7.021758323981398,,50-100,0-1,-1,72,20
-8.23424188865912,-11.626970247167915,,100-250,0-1,6,134,20
8.835099193357607,-13.484582611786319,20-49,100-250,,-1,158,24
3.0717506565849853,6.105352102864776,20-49,0-50,,20,4,23
-10.625506052898892,-7.9427567480472465,100-299,100-250,0-1,-1,248,268
7.665463453490307,-10.874142771864067,50-99,50-100,0-1,2,80,55
-3.708953511627275,6.228183510161535,20-49,0-50,0-1,-1,24,23
-10.914274309534251,-5.962294040075404,20-49,50-100,0-1,4,80,28
14.475484122869227,1.2197747022357777,100-299,100-250,0-1,12,139,103
14.073171285376196,3.891026180882599,100-299,50-100,,-1,73,116
-11.596380203618962,-0.5542061985156719,300-399,250-500,0-1,25,254,321
6.142077873381176,-2.603711453795467,20-49,100-250,,-1,102,21
-9.110542943680796,-8.040089081010192,300-399,250-500,1-2,33,287,316
-4.467890593841087,15.276246308321229,20-49,,0-1,0,0,25
10.8613934152031,-8.40350506351245,300-399,250-500,0-1,32,300,307
-5.445022214630549,-1.2292365947870687,50-99,0-50,0-1,22,4,88
6.981827675989597,3.066020226458664,300-399,250-500,0-1,7,442,305
-4.619501019577243,12.238753047700822,20-49,0-50,,-1,1,36
7.5799152144316135,3.074284558675124,300-399,250-500,0-1,7,385,308
-8.489904824527855,-12.437738653599087,100-299,100-250,,6,103,137
-9.02000150462551,-12.580048223078824,20-49,100-250,,6,135,25
-7.53406168682638,-2.871702576539501,20-49,50-100,0-1,18,52,27
0.19451032888106523,11.196051811335229,20-49,0-50,0-1,45,1,22
-12.977671173210592,5.034686747707506,20-49,100-250,,8,182,40
2.14650830365945,10.907616915665052,100-299,0-50,0-1,10,3,110
-7.759323011421848,-2.6808660842867105,20-49,50-100,,18,70,28
5.365220560745387,-6.940404353349589,50-99,50-100,0-1,46,80,57
-10.563637060750944,-5.535415805637565,,100-250,0-1,4,154,20
-0.6111861380557493,1.6277458286389246,20-49,100-250,0-1,47,219,34
4.509919156283469,-2.8940012814784057,20-49,100-250,0-1,23,216,23
13.644962522967633,-1.7657369966067766,50-99,50-100,0-1,-1,91,55
-11.166129735615444,4.800450542153435,20-49,0-50,,-1,8,21
7.610571833669536,0.397039106861369,500-999,500-1000,3-4,38,554,744
-10.504845420118404,-6.994181742810251,20-49,50-100,,-1,69,33
-10.309906359682778,-4.655562587521335,20-49,0-50,,-1,30,41
7.5236963739950875,-10.270206755713886,20-49,50-100,0-1,2,55,22
-6.245364674273279,-4.130930449377755,20-49,0-50,0-1,-1,14,43
-4.531906624205509,16.181995233359682,50-99,,0-1,0,0,77
-1.8710242666256012,12.890682734686697,100-299,,0-1,0,0,114
4.3961714068600335,-15.056853840591508,20-49,100-250,,2,116,22
5.8488070137817445,3.5778712890528803,300-399,250-500,0-1,7,478,313
-8.422457299029404,-11.028983991581136,50-99,100-250,,6,113,57
-12.651721570865218,-0.4006509747962798,1000-5999,100-250,,25,247,1193
-2.5102952777699503,-3.2346220304348483,20-49,250-500,,-1,257,35
-1.1667789167729534,9.816254064474155,400-499,0-50,,9,39,493
2.7279677684353008,-2.2271427128104033,20-49,100-250,0-1,23,153,21
2.1258525917558693,-10.716492306217468,50-99,100-250,0-1,48,134,62
-0.5708044737531494,-6.081949342281622,100-299,50-100,3-4,60,80,125
-13.299607381081016,-4.527813723980576,20-49,50-100,0-1,4,81,50
1.8477459142456563,-14.398849295611651,,100-250,0-1,37,116,20
-9.955225142960415,4.710382281467486,50-99,,0-1,29,0,89
-6.357204821198396,-6.356354454452305,20-49,100-250,0-1,3,112,26
-1.2212594709098232,9.741083344624773,100-299,0-50,3-4,9,36,272
-2.193516882365968,15.174061241640556,100-299,,2-3,0,0,114
-14.448355678773737,-3.56844951830176,50-99,0-50,,-1,49,90
-0.8197984469569423,3.4911124375855938,300-399,500-1000,0-1,49,872,325
-0.9043014315707785,3.3606217688630156,20-49,500-1000,,49,618,25
-12.501906031759338,3.8533633324104697,50-99,100-250,,8,226,81
-5.327277325996196,-2.056338500733101,20-49,0-50,,-1,1,27
6.965592820493246,2.83407153005718,100-299,250-500,0-1,7,410,267
-6.556098132901453,8.088738392336538,20-49,250-500,,14,302,27
-0.06654911983649207,-2.921734776993688,20-49,100-250,0-1,39,156,28
5.461092495099581,-11.378493411007547,20-49,0-50,,2,14,22
7.174778297483987,0.35097435300503643,300-399,250-500,1-2,38,500,346
4.420110028718479,-14.105156454870404,20-49,50-100,0-1,2,83,21
3.3354452091744267,-12.949162183246582,50-99,0-50,0-1,2,17,51
0.641264004979483,-2.9407344344931623,50-99,0-50,0-1,-1,36,65
-1.1939348127442522,-1.264689402712178,50-99,0-50,0-1,-1,12,89
-9.775934793113501,0.9922724920126548,1000-5999,100-250,1-2,13,227,1923
-1.5390251125836036,5.205294849838753,50-99,0-50,,-1,15,81
-8.907475879791637,-6.313681217822066,20-49,100-250,0-1,34,162,28
12.476920341114099,-0.8124647723507434,50-99,100-250,0-1,12,109,59
-12.76571161741847,2.813266917283769,500-999,500-1000,3-4,-1,514,975
1.4915068344757432,-6.019911006482011,20-49,100-250,0-1,24,207,36
-2.0102310597460833,-2.055502635197577,20-49,0-50,0-1,50,47,38
2.4523245766161077,-2.3112120053046246,20-49,100-250,0-1,23,139,28
12.834108684586935,1.6686997428405173,100-299,100-250,,12,105,117
-2.4585980353063244,15.49195923294516,20-49,,0-1,0,0,46
4.273426861271455,-11.832505141219297,20-49,0-50,0-1,2,42,22
10.489951052038872,-8.274683044084538,300-399,100-250,0-1,32,215,396
2.5772410901960523,8.90686417128046,,0-50,0-1,10,1,20
-0.009067410966215116,-7.561360709264695,20-49,100-250,0-1,24,167,29
-3.0688211119819186,-0.44209929735687825,100-299,0-50,0-1,51,17,141
14.818071169595338,2.368374093681941,20-49,100-250,,12,101,26
0.6731711535506844,14.106427173146082,20-49,,,-1,0,24
-7.838071247347947,-10.506965942311492,20-49,50-100,0-1,6,67,25
-3.0063177924853317,-7.652383146839413,,100-250,0-1,-1,172,20
-8.32989637932631,-1.6394811089845838,100-299,50-100,0-1,18,73,184
-12.680844679977962,4.20271818303677,50-99,100-250,2-3,8,211,79
-3.0340231012558756,13.950889533633118,20-49,,0-1,0,0,27
4.51921732180736,-11.415209032195953,,100-250,0-1,2,126,7
-9.150991513895116,-10.834435950211473,50-99,100-250,0-1,6,114,78
0.6999753158905928,-6.665570908783273,,100-250,0-1,24,120,20
-7.631032223683531,-10.695428686652024,20-49,50-100,0-1,6,98,32
-6.75664643810167,8.312526657966975,50-99,100-250,,14,242,96
-5.620932944058466,4.978334146340438,50-99,100-250,,30,226,96
2.5525676630306937,-10.403368829971267,20-49,100-250,0-1,48,116,42
1.6589994331282332,-4.454315558754605,20-49,50-100,0-1,24,65,44
-9.715418734551543,-12.275274890391696,100-299,100-250,,6,209,253
-10.99920022956214,-2.8471692210785675,20-49,50-100,0-1,4,79,28
-2.734175275539185,-5.492609620872089,50-99,0-50,1-2,27,25,71
2.9317018989917396,6.836016647421385,20-49,0-50,,20,1,31
5.613925800346965,-12.489436841440913,50-99,50-100,0-1,2,89,69
0.42018238082612863,-8.560924592994168,20-49,100-250,0-1,24,126,31
14.283225222688396,1.744009133506781,20-49,100-250,,12,184,21
5.243560650299517,-9.190223524987815,20-49,100-250,0-1,31,111,27
-10.112405549930639,-13.093217347288457,100-299,100-250,,-1,112,122
4.41022095931672,-3.5737670380344517,100-299,250-500,2-3,23,256,126
-1.0163705927476179,-3.7666080620907874,20-49,100-250,0-1,39,141,27
7.65946964460875,3.8461873539949183,300-399,250-500,0-1,7,427,330
-10.502328562017489,-3.737446677249122,,0-50,0-1,4,14,20
-11.68175225517417,-7.577398866608053,20-49,100-250,0-1,4,137,23
-11.772879611770367,-7.562220643154575,20-49,100-250,0-1,4,137,23
-15.039055799952017,-5.916166835709696,20-49,50-100,0-1,-1,86,21
-4.351010775354944,15.241429513082506,20-49,,0-1,0,0,24
-9.042202243762018,-5.349363751606099,20-49,50-100,0-1,34,75,23
-12.822751660597644,-5.669470883294285,100-299,100-250,2-3,4,153,211
-8.578707575510045,-2.3720993537402477,20-49,0-50,1-2,18,39,24
-1.5965393836108372,-5.1174883914605385,50-99,50-100,0-1,27,73,62
-10.317451868214118,-4.06070345422866,20-49,50-100,0-1,4,52,31
7.178107251576208,-14.344739808272633,100-299,100-250,,2,162,178
-10.815438699444053,-6.729549219875725,20-49,50-100,0-1,-1,52,33
-11.393537889112345,-6.531036313087506,20-49,100-250,0-1,4,121,21
7.5280757482441825,-11.300292247346427,20-49,50-100,0-1,2,69,22
6.840952980281297,-7.367774246059853,,50-100,0-1,-1,72,20
-5.944566000034578,-4.071387236168109,20-49,100-250,,-1,130,37
-10.39660327993464,-5.898310707463017,20-49,0-50,0-1,4,49,22
8.086460908249137,-9.847364116836093,20-49,50-100,0-1,2,72,33
-0.5414407600447715,10.182904638323668,300-399,0-50,0-1,-1,11,317
0.06630043611014946,-11.22899776566908,20-49,50-100,,-1,88,22
5.775931254123151,-8.448677990556295,20-49,50-100,0-1,-1,76,25
5.741693874074337,-8.643202165477849,20-49,50-100,0-1,31,79,24
-3.278292693097788,15.438969583230111,,,0-1,0,0,20
14.410061836675537,2.0906178640087987,20-49,100-250,,12,148,22
4.777366597097846,0.22313024292263586,100-299,250-500,1-2,-1,446,215
-12.549863615900087,4.515663721473469,100-299,50-100,3-4,8,79,162
-8.866626137387545,-11.276307328109167,20-49,100-250,0-1,6,116,21
6.340492920693261,-13.667143381964507,20-49,100-250,0-1,2,141,21
6.789472003245056,-4.646379285980154,20-49,100-250,,-1,110,40
6.749823782601908,-4.730606544274077,20-49,100-250,,-1,136,40
4.997459280055921,-12.784953832533882,20-49,100-250,0-1,2,153,31
0.35573031381138004,-8.305435142709623,20-49,100-250,0-1,24,142,24
-3.2928731413408627,15.847632162883276,20-49,,,0,0,23
2.7977948946802966,9.53785504648395,20-49,0-50,0-1,10,2,25
7.442089117888306,0.4941706308778686,300-399,500-1000,0-1,38,548,321
-8.91703198807004,-5.206675334401385,20-49,0-50,0-1,34,3,36
8.228240393652092,7.101422981114234,6000+,250-500,5-10,1,388,6075
-6.868425645260335,6.525071313187954,20-49,250-500,0-1,14,312,36
10.460978230091632,-0.10323828037357143,20-49,0-50,0-1,-1,38,24
-10.210126223608581,4.5559110395415905,50-99,0-50,0-1,29,4,76
13.84253791587993,0.14614824099898507,,100-250,0-1,12,129,2
5.003116373827138,-13.206629072024048,20-49,100-250,0-1,2,108,22
-9.1327771450343,-1.835239000973427,20-49,0-50,0-1,18,20,23
-8.907031889315416,-12.66722780528654,100-299,100-250,,6,175,132
9.171108603674938,-3.7207273331813626,50-99,50-100,,-1,83,77
15.022537339157184,1.5922230272439062,20-49,50-100,,12,93,29
4.458588837614097,-2.781198746283157,20-49,100-250,0-1,23,239,28
6.899437719306806,-14.62950230192887,20-49,100-250,,2,114,24
7.242623827824372,-10.89629074529662,20-49,50-100,0-1,2,79,22
-6.340718601625059,9.501926955108155,100-299,250-500,0-1,14,497,298
-10.375869293298802,-3.4683077430989204,20-49,100-250,0-1,4,112,26
4.093012815552142,-2.5273445725522143,20-49,100-250,0-1,23,230,36
-4.452535353756006,0.8817815165207997,50-99,0-50,1-2,26,2,97
0.5289648338045119,-4.985696325670223,50-99,100-250,0-1,24,179,56
2.30698832393828,11.185959252351209,100-299,0-50,0-1,10,2,142
-0.5762880726459539,1.4256288125059762,20-49,100-250,0-1,47,208,43
-9.544658399223506,-5.165528345780956,50-99,100-250,0-1,34,156,56
7.719912239048828,-10.879395707026715,,0-50,0-1,2,49,20
5.4735560753094745,-7.0658907275294744,50-99,100-250,,46,137,78
-9.099395896432858,-12.40555953205521,50-99,100-250,,6,159,54
-11.334144575430981,-6.420847086442942,20-49,100-250,0-1,4,146,21
-6.7779106878104765,9.103190848995347,20-49,100-250,,14,250,24
-4.789881792207761,14.854828563340224,20-49,,0-1,0,0,30
14.103836367548848,0.22074247963322785,50-99,100-250,0-1,12,124,51
6.938585845662385,-8.608705096742925,20-49,100-250,0-1,59,103,24
-0.1060801109234919,7.147122818705666,100-299,0-50,0-1,10,7,205
5.614440504761588,3.7121557631185422,300-399,500-1000,0-1,7,514,354
1.528583552319707,6.246026326354018,500-999,0-50,0-1,35,6,509
-6.540689654843705,-13.35027598330602,300-399,100-250,0-1,-1,231,342
2.217607598877207,8.671704578522622,20-49,0-50,,10,1,47
1.5430211083747045,-14.110868008345042,20-49,50-100,0-1,37,94,25
-7.8615323293649,-10.897862879821622,,100-250,0-1,6,142,20
-0.46156038869471455,-7.152486229240624,,50-100,0-1,-1,92,20
1.9353528688454469,1.8519098717089004,100-299,100-250,1-2,11,246,108
5.767595796071748,-14.574320029349941,20-49,100-250,,2,150,24
-2.8193081650790184,6.849940884217659,50-99,0-50,0-1,19,3,60
2.829279050632579,-10.312631630759714,20-49,50-100,0-1,48,83,28
4.501911120602112,8.940035502810314,20-49,0-50,,43,3,23
4.544141603989456,8.922923114271859,20-49,0-50,,43,2,29
-5.303344282995286,-2.016496586497693,50-99,0-50,0-1,-1,2,73
3.7878421433972327,6.810659559745961,100-299,0-50,1-2,20,1,117
5.919509788241702,-14.945616986229473,20-49,100-250,,2,112,23
5.744390472106185,-11.419769884536219,20-49,50-100,0-1,2,60,24
5.441060613592809,-11.767993136855614,20-49,50-100,0-1,2,62,30
-7.7841682258605,-13.509024323395165,100-299,250-500,0-1,5,268,300
3.5287541267837206,-2.7881858619692923,20-49,100-250,0-1,23,189,26
-7.860071648478155,-4.311860764459652,20-49,50-100,0-1,65,56,25
9.610515377529438,-8.975942135187553,300-399,100-250,0-1,-1,222,315
-13.756283121346707,-6.255600876680833,,50-100,0-1,4,76,20
-6.714144311146632,-10.087936856613831,20-49,0-50,0-1,6,38,24
2.8203063227413465,-6.463342264930335,,100-250,0-1,52,137,20
-5.2031957580444255,-1.436930088838093,50-99,50-100,0-1,22,93,74
-14.42300929548263,-6.636483743883293,20-49,100-250,0-1,4,137,29
0.2818949910274885,-13.558305356660169,20-49,100-250,0-1,-1,101,30
2.2378846728615622,-9.497577130540735,20-49,100-250,0-1,48,194,22
-3.7973250129562257,15.624277437756007,20-49,,,0,0,21
0.6892743301210515,-7.207479920046991,20-49,100-250,0-1,24,109,48
6.91603255892339,-14.657970149663251,20-49,100-250,,2,142,32
1.9105538385447467,-14.604847906456495,20-49,50-100,,37,53,21
-11.993132030677954,-0.3941014124707966,500-999,250-500,0-1,25,278,780
10.728839523800762,-2.746917178187304,300-399,100-250,0-1,-1,228,322
2.1660717082448704,-14.072274707437119,20-49,100-250,0-1,37,102,30
2.811678688550985,-6.707571749775947,20-49,100-250,,52,189,39
-2.054626168705674,-2.093494591357821,20-49,0-50,0-1,50,8,25
7.437133914466032,-11.182899832806132,,50-100,0-1,2,92,20
7.978614463817774,-10.429628742210745,20-49,50-100,0-1,2,93,31
-7.225106320719173,0.16972191536090714,50-99,0-50,,-1,36,52
-7.218465483570005,0.16377456906723853,20-49,50-100,1-2,-1,56,43
-11.83174784835146,-7.516090536474082,,100-250,0-1,4,101,20
7.113679688487228,-14.679295471688224,20-49,50-100,,2,67,40
-11.08293461493244,-5.866324505188096,20-49,100-250,0-1,4,127,25
-2.5099513990480244,8.138644934193623,,0-50,0-1,19,7,20
-4.418749374842578,16.053633391684468,20-49,,0-1,0,0,39
-4.43312950972502,16.33450080982854,50-99,,0-1,0,0,54
-4.5862703920403005,-5.294365882215737,50-99,0-50,1-2,-1,11,79
-2.566154166869718,-6.1401064510728105,20-49,0-50,0-1,27,43,28
-7.035277757547382,-12.003730232671323,100-299,100-250,0-1,-1,131,107
-6.677244011036165,-10.236062951868139,,100-250,0-1,6,103,20
-0.49907648390676296,-13.119684373943437,20-49,50-100,0-1,53,72,40
-13.614467688844488,-4.382510999010401,20-49,100-250,0-1,4,104,22
-2.490200010452897,-4.551514358974537,300-399,100-250,,-1,143,338
-4.771819278581906,4.110516533375199,20-49,250-500,0-1,30,257,28
3.959911387758824,-12.691650473498623,20-49,50-100,0-1,2,73,23
0.7610916738656693,-7.818032869246655,20-49,100-250,0-1,24,223,33
5.9766152096448835,4.578252806698417,300-399,250-500,0-1,7,470,316
-9.616131287003421,-12.091051183096802,20-49,100-250,,6,112,43
1.0812975604754074,6.99355119760354,500-999,0-50,,-1,20,516
-10.026946965223454,-10.900186250824841,20-49,100-250,,6,143,26
8.258005169712245,4.546916736959682,1000-5999,500-1000,1-2,-1,679,1152
-13.487584071258535,4.267735175584799,20-49,250-500,0-1,8,302,26
14.679736792136168,1.6222032318824677,20-49,100-250,0-1,12,173,29
2.114161423494533,9.790514141190869,20-49,0-50,,10,1,41
14.334902419904394,1.9659611949954328,,100-250,,12,167,20
9.413502395231179,-8.34015831356008,300-399,100-250,0-1,44,243,321
1.9692992843928547,9.01424018313865,20-49,0-50,0-1,10,2,42
7.04731128915082,-11.203700629447205,50-99,50-100,0-1,2,96,56
-2.4628622280348154,13.79811314486356,50-99,,1-2,0,0,90
1.4743225677018366,10.092263510732089,50-99,0-50,,10,6,54
1.7844437860422528,9.361446131634505,50-99,0-50,0-1,10,4,59
-8.059985334827829,-13.319136512805716,300-399,250-500,,5,306,326
-1.3264268995913564,9.88170507458658,100-299,0-50,0-1,9,16,248
-6.131831328333876,8.82905212552859,50-99,100-250,0-1,14,211,61
-8.83758155702763,-12.602510518898887,,100-250,,6,188,13
2.046338312854085,10.317504562545746,20-49,0-50,,10,1,24
7.917284478117594,-13.651840904381599,20-49,100-250,,-1,138,24
0.050255386075768106,10.967428444029945,100-299,0-50,0-1,45,1,184
-9.42488970092248,1.4444651753570894,1000-5999,100-250,5-10,13,163,4041
-5.891682154190828,-9.619769589251698,20-49,50-100,0-1,6,96,21
-3.9231847027510947,0.8361928109605788,100-299,0-50,,26,34,210
4.962207464017334,-10.351001613625005,20-49,50-100,0-1,2,59,25
4.796433384711038,-12.744626535285441,50-99,50-100,0-1,2,81,57
-2.1984350943932585,-9.08843292116022,,250-500,,-1,277,20
-9.180865286877752,-11.576948460486943,20-49,100-250,,6,210,49
3.120663795362339,-3.195796054836241,20-49,100-250,0-1,23,223,24
10.039752988933339,-7.7229653152070155,300-399,100-250,0-1,44,236,321
1.308525373460514,-11.742483052125857,50-99,100-250,3-4,-1,132,83
5.387364786870009,1.6804818493625833,300-399,250-500,1-2,7,355,331
6.078536729414761,-11.935944402084555,20-49,0-50,0-1,2,29,26
-13.42541869613173,-4.886924000735921,,100-250,0-1,4,107,20
12.384111086527545,-1.943789056205375,100-299,100-250,,-1,133,149
-10.68561377234062,-0.9288429023036269,300-399,100-250,0-1,25,170,324
-6.134515889106772,-5.984634224047662,20-49,100-250,0-1,3,107,24
10.955374870868692,0.02409416590586547,20-49,0-50,,-1,39,23
11.10292859123487,0.09691404901569,20-49,0-50,,-1,39,23
1.2263792341133426,8.407929069985327,20-49,0-50,,10,3,22
1.39775408839432,2.0519468205505915,100-299,100-250,,21,209,133
4.412750300203265,-1.2478527091564315,20-49,100-250,0-1,23,201,30
-12.397020324648869,-0.36518040817553377,1000-5999,100-250,3-4,25,164,1068
-1.9055452307198257,15.88620722695281,,,0-1,0,0,20
6.032296054441504,-10.155072231653865,20-49,0-50,0-1,2,15,23
-7.2410496918986595,-10.763490997799755,50-99,50-100,0-1,6,97,54
-3.4142745680328668,14.990017432833858,50-99,,0-1,0,0,52
-12.874185940425813,-4.948204339573487,,100-250,0-1,4,101,20
-12.7935789622546,-4.943513215882878,,100-250,0-1,4,101,20
-13.617625379025132,4.993799805720758,20-49,250-500,0-1,8,346,27
5.3060828158419895,-12.007072741071596,,50-100,0-1,2,54,20
-12.75574607221679,-5.020954954330577,20-49,100-250,0-1,4,150,42
-13.368819107180265,3.976965824693075,100-299,250-500,0-1,8,283,201
0.8024624801479211,0.5062929479999911,20-49,100-250,0-1,15,144,22
4.4573596224965915,9.18540232494011,20-49,0-50,,43,1,36
4.396064691351959,9.868634722099875,20-49,0-50,,43,2,36
4.675518271912656,-8.636597363228857,20-49,50-100,,31,58,37
-1.3899143020650686,0.7367262811365314,,50-100,0-1,-1,74,20
4.389629855569206,9.573277522999861,20-49,0-50,0-1,43,2,24
